CohortMonth,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2011-03,382.3674019607843,340.170652173913,357.43140350877195,305.0563636363636,354.12446808510634,309.2517142857143,354.5022727272727,389.08437499999997,321.4648529411765,287.66,,,,,,,,,,,,,,,
2011-04,334.0161788617886,303.4190909090909,257.0543333333333,277.8996153846154,274.6585714285714,373.07800000000003,254.89416666666668,277.9251219512195,230.86882352941177,,,,,,,,,,,,,,,,
2011-05,402.82792307692307,258.5647222222222,304.3055882352941,280.3908695652174,270.4953846153846,360.79,322.07704545454544,10789.629375,,,,,,,,,,,,,,,,,
2011-06,667.7236507936509,301.07823529411763,291.85777777777776,303.40055555555557,349.9135714285714,319.6860869565217,247.348,,,,,,,,,,,,,,,,,,
2011-07,365.59709166666664,294.02923076923076,286.97975,358.145,299.7924489795918,281.965,,,,,,,,,,,,,,,,,,,
2011-08,394.66815789473685,518.4019444444444,653.8022916666666,1025.8376923076924,735.0378947368421,,,,,,,,,,,,,,,,,,,,
2011-09,438.15077272727274,281.15194444444444,301.10769230769233,319.9809375,,,,,,,,,,,,,,,,,,,,,
2011-10,412.0428625954198,301.69900900900905,255.78488372093022,,,,,,,,,,,,,,,,,,,,,,
2011-11,332.0470781893004,401.059375,,,,,,,,,,,,,,,,,,,,,,,
2011-12,794.1453333333334,,,,,,,,,,,,,,,,,,,,,,,,
