support,itemsets,itemset_size
0.03509012969883491,21621,1
0.017201582765442956,21622,1
0.014426247526928995,21623,1
0.011046383820619916,21624,1
0.014206418993185315,21658,1
0.022669817542316992,21668,1
0.02209276764123983,21669,1
0.021048582105957354,21670,1
0.019949439437238953,21671,1
0.022340074741701473,21672,1
0.020938667839085514,21673,1
0.010167069685645196,21679,1
0.014426247526928995,21700,1
0.015415475928775554,21703,1
0.015580347329083316,21704,1
0.010689162453286436,21713,1
0.014316333260057155,21714,1
0.013354583424928556,21715,1
0.013601890525390195,21716,1
0.012805012090569355,21718,1
0.041932292811606944,21731,1
0.048224884590019786,21733,1
0.013272147724774676,21745,1
0.013409540558364475,21746,1
0.056633326005715544,21754,1
0.046493734886788304,21755,1
0.015882611562980875,21756,1
0.017778632666520116,21770,1
0.010112112552209276,21774,1
0.010084633985491316,21777,1
0.012365355023081996,21786,1
0.012640140690261596,21787,1
0.05179709826335458,21790,1
0.03605187953396351,21791,1
0.010469333919542757,21811,1
0.011238733787645637,21829,1
0.012612662123543636,21832,1
0.012118047922620357,21833,1
0.04179489997801715,21843,1
0.013546933391954275,21844,1
0.011293690921081557,21864,1
0.012447790723235876,21866,1
0.024181138711804794,21868,1
0.017311497032314795,21870,1
0.021323367773136953,21871,1
0.016899318531545394,21874,1
0.011376126621235437,21875,1
0.017091668498571116,21876,1
0.020718839305341834,21877,1
0.011046383820619916,21878,1
0.022642338975599034,21888,1
0.03080347329083315,21889,1
0.014975818861288195,21890,1
0.02277973180918883,21891,1
0.022477467575291274,21892,1
0.017091668498571116,21899,1
0.02294460320949659,21900,1
0.018905253901956475,21901,1
0.013024840624313036,21902,1
0.011183776654209717,21903,1
0.011650912288415036,21906,1
0.021158496372829193,21907,1
0.02676412398329303,21908,1
0.02272477467575291,21912,1
0.02646185974939547,21914,1
0.02789074521872939,21915,1
0.019564739503187514,21916,1
0.012832490657287315,21917,1
0.021598153440316552,21918,1
0.010551769619696637,21922,1
0.042262035612222464,21928,1
0.0442954495493515,21929,1
0.03618927236755331,21930,1
0.06391514618597494,21931,1
0.017806111233238074,21932,1
0.017119147065289074,21933,1
0.019867003737085075,21934,1
0.025307759947241153,21935,1
0.02868762365355023,21936,1
0.018025939766981754,21937,1
0.019867003737085075,21955,1
0.013134754891184876,21967,1
0.022202681908111675,21974,1
0.03577709386678391,21975,1
0.026104638382061993,21976,1
0.0547373049021763,21977,1
0.018575511101340952,21980,1
0.015140690261595955,21981,1
0.019674653770059353,21982,1
0.011870740822158716,21984,1
0.02522532424708727,21985,1
0.012887447790723237,21986,1
0.010579248186414597,21987,1
0.011431083754671357,21988,1
0.017970982633545834,21989,1
0.013656847658826115,21990,1
0.018025939766981754,21992,1
0.015855132996262913,21993,1
0.011815783688722796,22023,1
0.012063090789184437,22024,1
0.010057155418773356,22026,1
0.023219388876676194,22027,1
0.013904154759287756,22028,1
0.03022642338975599,22029,1
0.018767861068366674,22030,1
0.017393932732468673,22037,1
0.015140690261595955,22041,1
0.012997362057595076,22045,1
0.019894482303803033,22055,1
0.012557704990107716,22059,1
0.014178940426467355,22061,1
0.019015168168828315,22064,1
0.012475269289953836,22065,1
0.014041547592877556,22072,1
0.012997362057595076,22073,1
0.010276983952517037,22076,1
0.048114970323147946,22077,1
0.013107276324466916,22078,1
0.018767861068366674,22079,1
0.014178940426467355,22080,1
0.02624203121565179,22082,1
0.03846999340514399,22083,1
0.022175203341393713,22084,1
0.05495713343591998,22086,1
0.023027038909650473,22087,1
0.016981754231699276,22088,1
0.015140690261595955,22089,1
0.04668608485381402,22090,1
0.010139591118927236,22107,1
0.017641239832930315,22109,1
0.014041547592877556,22110,1
0.04624642778632666,22111,1
0.047070784787865465,22112,1
0.02725873818421631,22113,1
0.04336117828094087,22114,1
0.013739283358979995,22115,1
0.010084633985491316,22120,1
0.012035612222466477,22121,1
0.011595955154979116,22130,1
0.019015168168828315,22131,1
0.010661683886568477,22132,1
0.052099362497252145,22138,1
0.0573477687403825,22139,1
0.015717740162673115,22141,1
0.013821719059133876,22142,1
0.019262475269289953,22144,1
0.03107825895801275,22147,1
0.03792042207078479,22149,1
0.02574741701472851,22150,1
0.019482303803033632,22151,1
0.015965047263134757,22156,1
0.019647175203341395,22158,1
0.013437019125082435,22161,1
0.019180039569136074,22169,1
0.015662783029237196,22170,1
0.017970982633545834,22171,1
0.02728621675093427,22173,1
0.015278083095185755,22174,1
0.04954385579248186,22178,1
0.015552868762365356,22179,1
0.011211255220927677,22180,1
0.012667619256979555,22185,1
0.015497911628929434,22188,1
0.03561222246647615,22189,1
0.017009232798417234,22191,1
0.014893383161134316,22192,1
0.016871839964827436,22193,1
0.022285117608265553,22195,1
0.026956473950318752,22196,1
0.06259617498351286,22197,1
0.017723675533084193,22198,1
0.011101340954055837,22199,1
0.010771598153440316,22203,1
0.013107276324466916,22207,1
0.011898219388876675,22208,1
0.022752253242470873,22212,1
0.03157287315893603,22219,1
0.011018905253901956,22222,1
0.010991426687183996,22224,1
0.017613761266212353,22227,1
0.011513519454825236,22236,1
0.012997362057595076,22241,1
0.010112112552209276,22242,1
0.010634205319850517,22243,1
0.011843262255440756,22244,1
0.011321169487799517,22245,1
0.021625632007034514,22271,1
0.022230160474829633,22273,1
0.018025939766981754,22274,1
0.010222026819081118,22276,1
0.010496812486260717,22278,1
0.010469333919542757,22283,1
0.02363156737744559,22294,1
0.019372389536161792,22295,1
0.022862167509342713,22296,1
0.026626731149703233,22297,1
0.014398768960211035,22300,1
0.017668718399648273,22301,1
0.010854033853594196,22302,1
0.014783468894262476,22303,1
0.010634205319850517,22315,1
0.010661683886568477,22318,1
0.038195207737964386,22326,1
0.017723675533084193,22327,1
0.03165530885908991,22328,1
0.016761925697955593,22329,1
0.012008133655748517,22331,1
0.010469333919542757,22332,1
0.019042646735546273,22333,1
0.013986590459441636,22335,1
0.02629698834908771,22348,1
0.010002198285337436,22349,1
0.03069355902396131,22352,1
0.013546933391954275,22353,1
0.04767531325566059,22355,1
0.043526049681248624,22356,1
0.012667619256979555,22357,1
0.016597054297647833,22358,1
0.011650912288415036,22360,1
0.013629369092108155,22361,1
0.012173005056056277,22365,1
0.015580347329083316,22366,1
0.03176522312596175,22367,1
0.018520553967905033,22371,1
0.011788305122004836,22374,1
0.011925697955594635,22377,1
0.014975818861288195,22378,1
0.043058914047043303,22379,1
0.018905253901956475,22380,1
0.030198944823038032,22381,1
0.05916135414376786,22382,1
0.0658661244229501,22383,1
0.05773246867443394,22384,1
0.03426577269729611,22385,1
0.06157946801494834,22386,1
0.011815783688722796,22398,1
0.06017806111233238,22411,1
0.011046383820619916,22412,1
0.024181138711804794,22413,1
0.03028138052319191,22417,1
0.016047482963288635,22418,1
0.013959111892723676,22419,1
0.011128819520773797,22421,1
0.10614970323147944,22423,1
0.020279182237854472,22424,1
0.010222026819081118,22426,1
0.021735546273906354,22427,1
0.017119147065289074,22429,1
0.017009232798417234,22431,1
0.014206418993185315,22432,1
0.011568476588261156,22433,1
0.014673554627390636,22435,1
0.012173005056056277,22437,1
0.012969883490877116,22441,1
0.012392833589799956,22444,1
0.02272477467575291,22456,1
0.05580896900417674,22457,1
0.010304462519234997,22460,1
0.021460760606726755,22464,1
0.012612662123543636,22465,1
0.010826555286876236,22466,1
0.02970433062211475,22467,1
0.011321169487799517,22468,1
0.05883161134315234,22469,1
0.0535007693998681,22470,1
0.011458562321389316,22485,1
0.02453836007913827,22487,1
0.022120246207957793,22488,1
0.021543196306880633,22489,1
0.010689162453286436,22491,1
0.020059353704110792,22492,1
0.011403605187953397,22493,1
0.012805012090569355,22494,1
0.010331941085952957,22498,1
0.02124093207298307,22499,1
0.020856232138931632,22501,1
0.02500549571334359,22502,1
0.020389096504726312,22505,1
0.024730710046163992,22507,1
0.019125082435700155,22508,1
0.010139591118927236,22520,1
0.010167069685645196,22521,1
0.015113211694877995,22528,1
0.012859969224005277,22530,1
0.011156298087491757,22531,1
0.016020004396570676,22534,1
0.011760826555286876,22548,1
0.019509782369751594,22549,1
0.011678390855132996,22550,1
0.035694658166630026,22551,1
0.02995163772257639,22553,1
0.03503517256539899,22554,1
0.02654429544954935,22555,1
0.03286436579468015,22556,1
0.03091338755770499,22557,1
0.03286436579468015,22558,1
0.020279182237854472,22560,1
0.024840624313035832,22561,1
0.010799076720158276,22562,1
0.014646076060672676,22563,1
0.013766761925697956,22567,1
0.024043745878214992,22568,1
0.021543196306880633,22569,1
0.022175203341393713,22570,1
0.014041547592877556,22571,1
0.011128819520773797,22573,1
0.011376126621235437,22574,1
0.022862167509342713,22577,1
0.021076060672675312,22578,1
0.015195647395031875,22579,1
0.013491976258518355,22580,1
0.010441855352824797,22581,1
0.016157397230160474,22584,1
0.02970433062211475,22585,1
0.013244669158056716,22588,1
0.011403605187953397,22593,1
0.011321169487799517,22594,1
0.021845460540778194,22595,1
0.012035612222466477,22596,1
0.011788305122004836,22600,1
0.011458562321389316,22601,1
0.014701033194108596,22602,1
0.010661683886568477,22603,1
0.017503846999340513,22605,1
0.010194548252363156,22606,1
0.020279182237854472,22607,1
0.010112112552209276,22614,1
0.022449989008573312,22616,1
0.02585733128160035,22617,1
0.019372389536161792,22619,1
0.023109474609804354,22620,1
0.023961310178061114,22621,1
0.015470433062211474,22622,1
0.014865904594416356,22623,1
0.03335897999560343,22624,1
0.02591228841503627,22625,1
0.017943504066827876,22627,1
0.03756320070345131,22629,1
0.03662892943504067,22630,1
0.018190811167289513,22631,1
0.021350846339854915,22632,1
0.023494174543855793,22633,1
0.013574411958672235,22634,1
0.013299626291492636,22635,1
0.013354583424928556,22636,1
0.016239832930314356,22637,1
0.016706968564519673,22644,1
0.020361617938008354,22645,1
0.024071224444932954,22646,1
0.013327104858210596,22649,1
0.022807210375906793,22652,1
0.010469333919542757,22653,1
0.016377225763904154,22654,1
0.029292152121345352,22659,1
0.017338975599032753,22661,1
0.02728621675093427,22662,1
0.018905253901956475,22663,1
0.019289953836007914,22665,1
0.04539459221806991,22666,1
0.023219388876676194,22667,1
0.015910090129698833,22668,1
0.012035612222466477,22669,1
0.011678390855132996,22670,1
0.010139591118927236,22672,1
0.011870740822158716,22690,1
0.016597054297647833,22692,1
0.02346669597713783,22694,1
0.037151022202681905,22697,1
0.02824796658606287,22698,1
0.03901956473950319,22699,1
0.013959111892723676,22712,1
0.010112112552209276,22713,1
0.012282919322928116,22716,1
0.03781050780391295,22720,1
0.022697296109034953,22722,1
0.015030775994724115,22725,1
0.03478786546493735,22726,1
0.03742580786986151,22727,1
0.02659925258298527,22728,1
0.016816882831391513,22729,1
0.020444053638162235,22730,1
0.020608925038469995,22734,1
0.011211255220927677,22736,1
0.013546933391954275,22737,1
0.013684326225544075,22738,1
0.016514618597493955,22739,1
0.019317432402725872,22745,1
0.015497911628929434,22746,1
0.011046383820619916,22747,1
0.020389096504726312,22748,1
0.018795339635084635,22749,1
0.017778632666520116,22750,1
0.012805012090569355,22751,1
0.018960211035392395,22752,1
0.011101340954055837,22753,1
0.013519454825236315,22754,1
0.013711804792262035,22755,1
0.021845460540778194,22759,1
0.017531325566058475,22766,1
0.013986590459441636,22771,1
0.018932732468674433,22776,1
0.010057155418773356,22784,1
0.011788305122004836,22791,1
0.013629369092108155,22795,1
0.018383161134315235,22804,1
0.010414376786106837,22809,1
0.012667619256979555,22812,1
0.010222026819081118,22813,1
0.011925697955594635,22816,1
0.011101340954055837,22818,1
0.016212354363596394,22834,1
0.027753352385139592,22835,1
0.012282919322928116,22837,1
0.010963948120466036,22840,1
0.013656847658826115,22844,1
0.010799076720158276,22845,1
0.013024840624313036,22847,1
0.014316333260057155,22851,1
0.011678390855132996,22855,1
0.03327654429544955,22865,1
0.02970433062211475,22866,1
0.02896240932072983,22867,1
0.011266212354363597,22895,1
0.010084633985491316,22896,1
0.012942404924159157,22898,1
0.011540998021543196,22899,1
0.019812046603649155,22900,1
0.012695097823697515,22904,1
0.012200483622774237,22906,1
0.02277973180918883,22907,1
0.013327104858210596,22908,1
0.02984172345570455,22909,1
0.038964607606067264,22910,1
0.016074961530006596,22940,1
0.013244669158056716,22941,1
0.017393932732468673,22951,1
0.03129808749175643,22952,1
0.03179270169267971,22960,1
0.03264453726093647,22961,1
0.011211255220927677,22964,1
0.020031875137392834,22966,1
0.019317432402725872,22969,1
0.010469333919542757,22979,1
0.015113211694877995,22983,1
0.012090569355902397,22988,1
0.010194548252363156,22989,1
0.02942954495493515,22993,1
0.011211255220927677,22996,1
0.014673554627390636,22998,1
0.02651681688283139,23084,1
0.010029676852055396,23103,1
0.010139591118927236,23108,1
0.012200483622774237,23170,1
0.010441855352824797,23171,1
0.011403605187953397,23173,1
0.011898219388876675,23182,1
0.012887447790723237,23198,1
0.026846559683446913,23199,1
0.016322268630468234,23200,1
0.024840624313035832,23201,1
0.024153660145086832,23202,1
0.03379863706309079,23203,1
0.016020004396570676,23204,1
0.012832490657287315,23205,1
0.028440316553088592,23206,1
0.020306660804572434,23207,1
0.018300725434161353,23208,1
0.03011650912288415,23209,1
0.014673554627390636,23240,1
0.012914926357441197,23243,1
0.02390635304462519,23245,1
0.010112112552209276,23256,1
0.012227962189492196,23263,1
0.019619696636623433,23284,1
0.015113211694877995,23293,1
0.012200483622774237,23295,1
0.010359419652670917,23296,1
0.03138052319191031,23298,1
0.020801275005495713,23300,1
0.02506045284677951,23301,1
0.017256539898878875,23307,1
0.010469333919542757,23308,1
0.011183776654209717,23309,1
0.010963948120466036,23313,1
0.010331941085952957,23318,1
0.011073862387337876,23319,1
0.017284018465596834,23321,1
0.015415475928775554,23322,1
0.011046383820619916,23328,1
0.013024840624313036,23343,1
0.019592218069905475,23344,1
0.021378324906572873,23355,1
0.013052319191030996,23356,1
0.010908990987030116,23439,1
0.011376126621235437,23493,1
0.011376126621235437,35400,1
0.017503846999340513,35961,1
0.018987689602110353,35970,1
0.013491976258518355,37370,1
0.011156298087491757,37446,1
0.014481204660364915,37448,1
0.012969883490877116,37449,1
0.010744119586722356,37450,1
0.014316333260057155,37503,1
0.010057155418773356,46000S,1
0.012282919322928116,47556B,1
0.019234996702571994,47559B,1
0.07276324466915805,47566,1
0.020828753572213674,47566B,1
0.011266212354363597,47568,1
0.018712903934930754,47590A,1
0.023933831611343152,47590B,1
0.03127060892503847,47591D,1
0.010084633985491316,47599A,1
0.019757089470213235,48111,1
0.013464497691800395,48116,1
0.014920861727852276,48129,1
0.045009892284018464,48138,1
0.013546933391954275,48173C,1
0.023329303143548034,48184,1
0.027011431083754672,48185,1
0.03506265113211695,48187,1
0.019152561002418113,48188,1
0.03701362936909211,48194,1
0.010331941085952957,51014A,1
0.019867003737085075,71053,1
0.02767091668498571,71459,1
0.021817981974060232,71477,1
0.010908990987030116,72351A,1
0.013574411958672235,72351B,1
0.024978017146625633,72741,1
0.013437019125082435,72760B,1
0.011953176522312595,79000,1
0.010826555286876236,79067,1
0.02992415915585843,79321,1
0.054929654869202024,82482,1
0.03077599472411519,82483,1
0.03214992306001319,82484,1
0.03484282259837327,82486,1
0.05410529786766322,82494L,1
0.020636403605187953,82551,1
0.021735546273906354,82552,1
0.013437019125082435,82567,1
0.019317432402725872,82578,1
0.036711365135194546,82580,1
0.025087931413497473,82581,1
0.021708067707188392,82582,1
0.03225983732688503,82583,1
0.013904154759287756,82599,1
0.03297428006155199,82600,1
0.03135304462519235,84029E,1
0.02767091668498571,84029G,1
0.013327104858210596,84030E,1
0.018190811167289513,84032A,1
0.016404704330622116,84032B,1
0.019509782369751594,84050,1
0.02778083095185755,84077,1
0.012942404924159157,84270,1
0.020526489338316113,84347,1
0.021763024840624312,84375,1
0.03423829413057815,84378,1
0.03058364475708947,84380,1
0.022972081776214553,84406B,1
0.011101340954055837,84509A,1
0.013024840624313036,84510A,1
0.019839525170367113,84520B,1
0.016789404264673555,84536A,1
0.010963948120466036,84536B,1
0.012145526489338317,84580,1
0.019921960870520995,84596B,1
0.016487140030775994,84596F,1
0.03080347329083315,84692,1
0.03434820839744999,84755,1
0.014123983293031436,84792,1
0.017311497032314795,84832,1
0.038634864805451745,84836,1
0.010799076720158276,84839,1
0.07683007254341613,84879,1
0.010194548252363156,84880,1
0.017723675533084193,84945,1
0.0482798417234557,84946,1
0.018190811167289513,84947,1
0.018877775335238513,84949,1
0.02959441635524291,84970L,1
0.03907452187293911,84970S,1
0.012585183556825676,84971S,1
0.03893712903934931,84978,1
0.022285117608265553,84987,1
0.027918223785447352,84988,1
0.05841943284238294,84991,1
0.04009122884150363,84992,1
0.016184875796878436,84997A,1
0.02794570235216531,84997B,1
0.025994724115190153,84997C,1
0.02981424488898659,84997D,1
0.018767861068366674,85014A,1
0.02470323147944603,85014B,1
0.010441855352824797,85038,1
0.010991426687183996,85040A,1
0.014123983293031436,85048,1
0.018300725434161353,85049A,1
0.013739283358979995,85049C,1
0.010991426687183996,85049D,1
0.022807210375906793,85049E,1
0.014014069026159596,85049G,1
0.010386898219388877,85053,1
0.012859969224005277,85061W,1
0.02539019564739503,85066,1
0.10876016706968565,85099B,1
0.0510276983952517,85099C,1
0.050258298527148824,85099F,1
0.14596614640580347,85123A,1
0.03047373049021763,85150,1
0.03998131457463179,85152,1
0.012118047922620357,85175,1
0.013354583424928556,85199S,1
0.012145526489338317,85227,1
0.010551769619696637,85231B,1
0.014728511760826556,85232B,1
0.038882171905913386,DOT,1
0.013079797757748956,M,1
0.046741041987249946,POST,1
0.012227962189492196,15056N | 15056BL,2
0.010881512420312156,15056BL | 20679,2
0.011650912288415036,20676 | 20675,2
0.012640140690261596,20677 | 20675,2
0.010167069685645196,20675 | 21240,2
0.010744119586722356,20677 | 20676,2
0.011018905253901956,21238 | 20676,2
0.010496812486260717,20677 | 21239,2
0.011815783688722796,48138 | 20685,2
0.010249505385799077,20685 | 48194,2
0.012667619256979555,20685 | 85099B,2
0.011898219388876675,20685 | 85123A,2
0.011486040888107276,20712 | 20711,2
0.014728511760826556,21931 | 20711,2
0.012969883490877116,22386 | 20711,2
0.012118047922620357,20711 | 22411,2
0.017174104198724994,20711 | 85099B,2
0.011156298087491757,20711 | 85099C,2
0.013986590459441636,20712 | 20713,2
0.011183776654209717,20712 | 20719,2
0.010249505385799077,20712 | 20724,2
0.011073862387337876,20712 | 20725,2
0.010799076720158276,20712 | 20726,2
0.010579248186414597,20712 | 21928,2
0.011238733787645637,20712 | 21929,2
0.011183776654209717,21930 | 20712,2
0.018575511101340952,20712 | 21931,2
0.010771598153440316,22379 | 20712,2
0.011183776654209717,20712 | 22385,2
0.016322268630468234,22386 | 20712,2
0.014783468894262476,20712 | 22411,2
0.023411738843701912,20712 | 85099B,2
0.012145526489338317,20712 | 85099C,2
0.011156298087491757,85099F | 20712,2
0.012969883490877116,20712 | DOT,2
0.010854033853594196,20713 | 20725,2
0.010276983952517037,21928 | 20713,2
0.017833589799956036,20713 | 21931,2
0.013024840624313036,22386 | 20713,2
0.012502747856671796,20713 | 22411,2
0.021460760606726755,20713 | 85099B,2
0.012914926357441197,20713 | 85099C,2
0.012145526489338317,85099F | 20713,2
0.010496812486260717,20713 | DOT,2
0.010689162453286436,20718 | 20717,2
0.011513519454825236,20718 | 20724,2
0.011458562321389316,20718 | 20725,2
0.010469333919542757,20718 | 21212,2
0.010139591118927236,20718 | 21931,2
0.015580347329083316,20718 | 85099B,2
0.019042646735546273,20719 | 20723,2
0.02544515278083095,20719 | 20724,2
0.014865904594416356,20719 | 20725,2
0.013656847658826115,20726 | 20719,2
0.012722576390415475,20727 | 20719,2
0.011238733787645637,20719 | 20728,2
0.014948340294570235,20719 | 21212,2
0.011266212354363597,20719 | 21232,2
0.010414376786106837,20719 | 21731,2
0.011733347988568916,20719 | 21931,2
0.023027038909650473,22355 | 20719,2
0.020993624972521434,20719 | 22356,2
0.010276983952517037,22382 | 20719,2
0.011953176522312595,22383 | 20719,2
0.011018905253901956,20719 | 22423,2
0.010194548252363156,20719 | 47566,2
0.014783468894262476,20719 | 85099B,2
0.010222026819081118,20719 | 85123A,2
0.010936469553748076,20719 | DOT,2
0.024620795779292153,20724 | 20723,2
0.015278083095185755,20725 | 20723,2
0.011183776654209717,20726 | 20723,2
0.012337876456364036,20727 | 20723,2
0.011513519454825236,20728 | 20723,2
0.012859969224005277,20723 | 21212,2
0.010469333919542757,21931 | 20723,2
0.020361617938008354,22355 | 20723,2
0.020169267970982632,20723 | 22356,2
0.010304462519234997,22382 | 20723,2
0.012008133655748517,22383 | 20723,2
0.010551769619696637,22384 | 20723,2
0.013986590459441636,20723 | 85099B,2
0.010579248186414597,85099F | 20723,2
0.010167069685645196,85123A | 20723,2
0.021076060672675312,20724 | 20725,2
0.013546933391954275,20726 | 20724,2
0.016294790063750276,20727 | 20724,2
0.014206418993185315,20724 | 20728,2
0.010112112552209276,21080 | 20724,2
0.018822818201802594,20724 | 21212,2
0.013959111892723676,21232 | 20724,2
0.010057155418773356,21731 | 20724,2
0.010414376786106837,21929 | 20724,2
0.015030775994724115,21931 | 20724,2
0.012118047922620357,22197 | 20724,2
0.026379424049241592,22355 | 20724,2
0.02959441635524291,20724 | 22356,2
0.011183776654209717,22379 | 20724,2
0.013024840624313036,22382 | 20724,2
0.015607825895801276,22383 | 20724,2
0.013574411958672235,22384 | 20724,2
0.012200483622774237,22386 | 20724,2
0.010496812486260717,20724 | 22411,2
0.011870740822158716,20724 | 22423,2
0.011705869421850956,20724 | 47566,2
0.010936469553748076,20724 | 84991,2
0.022257639041547594,20724 | 85099B,2
0.010222026819081118,20724 | 85099C,2
0.011623433721697076,85099F | 20724,2
0.014426247526928995,85123A | 20724,2
0.011925697955594635,DOT | 20724,2
0.02830292371949879,20726 | 20725,2
0.03302923719498791,20727 | 20725,2
0.02874258078698615,20725 | 20728,2
0.013354583424928556,20725 | 20914,2
0.013272147724774676,21080 | 20725,2
0.021158496372829193,20725 | 21212,2
0.011595955154979116,21213 | 20725,2
0.013656847658826115,21232 | 20725,2
0.010689162453286436,21928 | 20725,2
0.011788305122004836,21929 | 20725,2
0.011018905253901956,21930 | 20725,2
0.018932732468674433,21931 | 20725,2
0.011953176522312595,21936 | 20725,2
0.010908990987030116,21977 | 20725,2
0.012722576390415475,22197 | 20725,2
0.010139591118927236,20725 | 22326,2
0.010276983952517037,20725 | 22352,2
0.017284018465596834,22355 | 20725,2
0.017119147065289074,20725 | 22356,2
0.013299626291492636,22379 | 20725,2
0.02761595955154979,22382 | 20725,2
0.03234227302703891,22383 | 20725,2
0.03176522312596175,22384 | 20725,2
0.010744119586722356,20725 | 22385,2
0.016816882831391513,22386 | 20725,2
0.014783468894262476,20725 | 22411,2
0.013986590459441636,20725 | 22423,2
0.013904154759287756,22662 | 20725,2
0.013382061991646516,23206 | 20725,2
0.012695097823697515,20725 | 23209,2
0.013574411958672235,20725 | 47566,2
0.012502747856671796,20725 | 84991,2
0.030198944823038032,20725 | 85099B,2
0.013656847658826115,20725 | 85099C,2
0.014288854693339195,85099F | 20725,2
0.020361617938008354,85123A | 20725,2
0.010963948120466036,DOT | 20725,2
0.022669817542316992,20727 | 20726,2
0.022587381842163114,20726 | 20728,2
0.012942404924159157,20726 | 21212,2
0.012502747856671796,20726 | 21931,2
0.011211255220927677,20726 | 22326,2
0.013024840624313036,22355 | 20726,2
0.011156298087491757,20726 | 22356,2
0.022862167509342713,22382 | 20726,2
0.022559903275445152,22383 | 20726,2
0.020691360738623873,20726 | 22384,2
0.010386898219388877,22386 | 20726,2
0.011156298087491757,20726 | 22662,2
0.010139591118927236,20726 | 23206,2
